,State_Alpha,Metro_Area_Name,County_Name,2021,2020,2019,2018
11717,MS,"Simpson County, MS HUD Metro FMR Area",Simpson County,47900,44900,44700,43000
11718,MS,"Smith County, MS",Smith County,60700,54500,50600,49900
11719,MS,"Stone County, MS",Stone County,56100,59000,54700,52800
11720,MS,"Sunflower County, MS",Sunflower County,38800,37600,34700,33300
11721,MS,"Tallahatchie County, MS",Tallahatchie County,39800,42200,42900,43500
11722,MS,"Tate County, MS HUD Metro FMR Area",Tate County,65100,62100,58000,56300
11723,MS,"Tippah County, MS",Tippah County,50300,51300,48900,46700
11724,MS,"Tishomingo County, MS",Tishomingo County,49000,47400,45500,45000
11725,MS,"Tunica County, MS HUD Metro FMR Area",Tunica County,41700,39300,37500,35000
11726,MS,"Union County, MS",Union County,53800,51200,50900,45200
11727,MS,"Walthall County, MS",Walthall County,43100,43000,44400,44900
11728,MS,"Warren County, MS",Warren County,56200,54900,54800,54700
11729,MS,"Washington County, MS",Washington County,41900,40700,37800,37400
11730,MS,"Wayne County, MS",Wayne County,57800,53800,50300,47000
11731,MS,"Webster County, MS",Webster County,57200,52600,52900,49500
11732,MS,"Wilkinson County, MS",Wilkinson County,36400,33600,38800,39400
11733,MS,"Winston County, MS",Winston County,46800,46100,43600,42400
11734,MS,"Yalobusha County, MS",Yalobusha County,53000,48200,46500,47900
11735,MS,"Yazoo County, MS HUD Metro FMR Area",Yazoo County,42400,39900,38100,38700
11736,MO,"Adair County, MO",Adair County,65600,65000,62000,61000
11737,MO,"St. Joseph, MO-KS MSA",Andrew County,67800,63600,64300,64300
11738,MO,"Atchison County, MO",Atchison County,67600,63900,61900,60600
11739,MO,"Audrain County, MO",Audrain County,57200,58600,57000,56500
11740,MO,"Barry County, MO",Barry County,54300,54400,51500,51500
11741,MO,"Barton County, MO",Barton County,56100,54200,50800,48800
11742,MO,"Bates County, MO HUD Metro FMR Area",Bates County,62900,63700,58600,56500
11743,MO,"Benton County, MO",Benton County,49000,45300,43200,43800
11744,MO,"Cape Girardeau, MO-IL MSA",Bollinger County,62800,67000,63600,64600
11745,MO,"Columbia, MO MSA",Boone County,82400,77900,79400,76400
11746,MO,"St. Joseph, MO-KS MSA",Buchanan County,67800,63600,64300,64300
11747,MO,"Butler County, MO",Butler County,50900,49400,47700,46800
11748,MO,"Kansas City, MO-KS HUD Metro FMR Area",Caldwell County,86600,86000,82700,80000
11749,MO,"Callaway County, MO HUD Metro FMR Area",Callaway County,70300,69500,65200,61500
11750,MO,"Camden County, MO",Camden County,66700,63000,58700,55500
11751,MO,"Cape Girardeau, MO-IL MSA",Cape Girardeau County,62800,67000,63600,64600
11752,MO,"Carroll County, MO",Carroll County,61100,60700,59400,58900
11753,MO,"Carter County, MO",Carter County,58400,52800,52300,48600
11754,MO,"Kansas City, MO-KS HUD Metro FMR Area",Cass County,86600,86000,82700,80000
11755,MO,"Cedar County, MO",Cedar County,49100,47100,44800,42500
11756,MO,"Chariton County, MO",Chariton County,62700,56000,59200,53100
11757,MO,"Springfield, MO HUD Metro FMR Area",Christian County,64400,65300,62900,60000
11758,MO,"Clark County, MO",Clark County,62500,58000,55700,58500
11759,MO,"Kansas City, MO-KS HUD Metro FMR Area",Clay County,86600,86000,82700,80000
11760,MO,"Kansas City, MO-KS HUD Metro FMR Area",Clinton County,86600,86000,82700,80000
11761,MO,"Jefferson City, MO HUD Metro FMR Area",Cole County,76700,75500,75600,79500
11762,MO,"Cooper County, MO",Cooper County,66700,67100,65500,60700
11763,MO,"Crawford County, MO",Crawford County,52300,52300,52300,48000
11764,MO,"St. Louis, MO-IL HUD Metro FMR Area",Sullivan part,84900,82900,81300,76800
11765,MO,"Dade County, MO",Dade County,47000,48700,47900,48300
11766,MO,"Dallas County, MO HUD Metro FMR Area",Dallas County,54100,49500,45700,44500
11767,MO,"Daviess County, MO",Daviess County,62300,63200,56900,53100
11768,MO,"St. Joseph, MO-KS MSA",DeKalb County,67800,63600,64300,64300
11769,MO,"Dent County, MO",Dent County,53400,51500,50000,46000
11770,MO,"Douglas County, MO",Douglas County,42500,41700,41400,39700
11771,MO,"Dunklin County, MO",Dunklin County,46200,42800,42600,40500
11772,MO,"St. Louis, MO-IL HUD Metro FMR Area",Franklin County,84900,82900,81300,76800
11773,MO,"Gasconade County, MO",Gasconade County,67300,63500,60700,58700
11774,MO,"Gentry County, MO",Gentry County,57700,58500,57500,54800
11775,MO,"Springfield, MO HUD Metro FMR Area",Greene County,64400,65300,62900,60000
11776,MO,"Grundy County, MO",Grundy County,63900,62500,59700,52800
11777,MO,"Harrison County, MO",Harrison County,55400,55800,54700,52100
11778,MO,"Henry County, MO",Henry County,59400,57000,55400,55700
11779,MO,"Hickory County, MO",Hickory County,49800,46000,43000,41400
11780,MO,"Holt County, MO",Holt County,59500,59700,58100,57400
11781,MO,"Howard County, MO",Howard County,64200,65200,61000,61000
11782,MO,"Howell County, MO",Howell County,47100,46600,44500,45300
11783,MO,"Iron County, MO",Iron County,50300,48200,47400,46800
11784,MO,"Kansas City, MO-KS HUD Metro FMR Area",Jackson County,86600,86000,82700,80000
11785,MO,"Joplin, MO MSA",Jasper County,60200,63300,58200,56700
11786,MO,"St. Louis, MO-IL HUD Metro FMR Area",Jefferson County,84900,82900,81300,76800
11787,MO,"Johnson County, MO",Johnson County,70500,66800,65100,64500
11788,MO,"Knox County, MO",Knox County,56500,53500,53200,53000
11789,MO,"Laclede County, MO",Laclede County,56900,53900,49300,48500
11790,MO,"Kansas City, MO-KS HUD Metro FMR Area",Lafayette County,86600,86000,82700,80000
11791,MO,"Lawrence County, MO",Lawrence County,54500,52800,50500,50500
11792,MO,"Lewis County, MO",Lewis County,61700,61700,59200,57000
11793,MO,"St. Louis, MO-IL HUD Metro FMR Area",Lincoln County,84900,82900,81300,76800
11794,MO,"Linn County, MO",Linn County,53900,53100,50000,49200
11795,MO,"Livingston County, MO",Livingston County,61800,62800,61500,58600
11796,MO,"McDonald County, MO HUD Metro FMR Area",McDonald County,50500,48200,45100,46400
11797,MO,"Macon County, MO",Macon County,55400,54700,52800,52100
11798,MO,"Madison County, MO",Madison County,56600,53900,48500,45700
11799,MO,"Maries County, MO",Maries County,59800,59000,56200,55600
11800,MO,"Marion County, MO",Marion County,61400,59600,59200,54500
11801,MO,"Mercer County, MO",Mercer County,62200,54900,55200,53500
11802,MO,"Miller County, MO",Miller County,54900,54600,50600,48600
11803,MO,"Mississippi County, MO",Mississippi County,39500,37900,37000,36500
11804,MO,"Moniteau County, MO HUD Metro FMR Area",Moniteau County,67700,64000,65900,62600
11805,MO,"Monroe County, MO",Monroe County,58000,57900,54000,57900
11806,MO,"Montgomery County, MO",Montgomery County,57400,55400,54600,52600
11807,MO,"Morgan County, MO",Morgan County,49700,48700,45200,48100
11808,MO,"New Madrid County, MO",New Madrid County,45100,44500,39900,44300
11809,MO,"Joplin, MO MSA",Newton County,60200,63300,58200,56700
11810,MO,"Nodaway County, MO",Nodaway County,63800,63100,59400,55400
11811,MO,"Oregon County, MO",Oregon County,44200,44200,43800,43100
11812,MO,"Jefferson City, MO HUD Metro FMR Area",Osage County,76700,75500,75600,79500
11813,MO,"Ozark County, MO",Ozark County,42800,43900,39500,40800
11814,MO,"Pemiscot County, MO",Pemiscot County,46000,46700,42900,39000
11815,MO,"Perry County, MO",Perry County,69000,72000,66700,65400
11816,MO,"Pettis County, MO",Pettis County,55700,55100,52800,52900
11817,MO,"Phelps County, MO",Phelps County,62100,61900,60200,56200
11818,MO,"Pike County, MO",Pike County,60500,60200,57600,55600
11819,MO,"Kansas City, MO-KS HUD Metro FMR Area",Platte County,86600,86000,82700,80000
11820,MO,"Polk County, MO HUD Metro FMR Area",Polk County,54600,55200,53800,52400
11821,MO,"Pulaski County, MO",Pulaski County,64900,65400,59900,57400
11822,MO,"Putnam County, MO",Putnam County,51400,47700,48500,46400
11823,MO,"Ralls County, MO",Ralls County,68300,64000,62500,58000
11824,MO,"Randolph County, MO",Randolph County,64300,63000,57300,53100
11825,MO,"Kansas City, MO-KS HUD Metro FMR Area",Ray County,86600,86000,82700,80000
11826,MO,"Reynolds County, MO",Reynolds County,53900,53900,50700,47900
11827,MO,"Ripley County, MO",Ripley County,44100,44200,41800,41800
11828,MO,"St. Louis, MO-IL HUD Metro FMR Area",St. Charles County,84900,82900,81300,76800
11829,MO,"St. Clair County, MO",St. Clair County,53200,48100,46000,45100
11830,MO,"Ste. Genevieve County, MO",Ste. Genevieve County,71900,62700,64800,62400
11831,MO,"St. Francois County, MO",St. Francois County,62900,60200,63000,53900
11832,MO,"St. Louis, MO-IL HUD Metro FMR Area",St. Louis County,84900,82900,81300,76800
11833,MO,"Saline County, MO",Saline County,58500,55600,52600,51400
11834,MO,"Schuyler County, MO",Schuyler County,51700,51900,47200,48000
11835,MO,"Scotland County, MO",Scotland County,65300,62700,58900,52000
11836,MO,"Scott County, MO",Scott County,53400,53400,51400,49600
11837,MO,"Shannon County, MO",Shannon County,46700,46500,48600,49500
11838,MO,"Shelby County, MO",Shelby County,61400,59600,57900,55000
11839,MO,"Stoddard County, MO",Stoddard County,54800,52300,52100,51800
11840,MO,"Stone County, MO",Stone County,58700,55800,54800,53300
11841,MO,"Sullivan County, MO",Sullivan County,53900,54500,54100,50400
11842,MO,"Taney County, MO",Taney County,53400,51800,50500,48800
11843,MO,"Texas County, MO",Texas County,49300,48800,49000,49300
11844,MO,"Vernon County, MO",Vernon County,54700,52800,50800,51300
11845,MO,"St. Louis, MO-IL HUD Metro FMR Area",Warren County,84900,82900,81300,76800
11846,MO,"Washington County, MO",Washington County,47000,44600,44400,43300
11847,MO,"Wayne County, MO",Wayne County,43300,43900,41900,42500
11848,MO,"Springfield, MO HUD Metro FMR Area",Webster County,64400,65300,62900,60000
11849,MO,"Worth County, MO",Worth County,63500,58000,55100,57100
11850,MO,"Wright County, MO",Wright County,43000,42600,42300,39900
11851,MO,"St. Louis, MO-IL HUD Metro FMR Area",St. Louis city,84900,82900,81300,76800
11852,MT,"Beaverhead County, MT",Beaverhead County,72100,69300,63000,66400
11853,MT,"Big Horn County, MT",Big Horn County,55300,55300,53100,50300
11854,MT,"Blaine County, MT",Blaine County,47300,46200,47200,45800
11855,MT,"Broadwater County, MT",Broadwater County,72100,70800,64500,56100
11856,MT,"Billings, MT HUD Metro FMR Area",Carbon County,80000,76600,79200,71200
11857,MT,"Carter County, MT",Carter County,66600,65400,68100,65600
11858,MT,"Great Falls, MT MSA",Cascade County,64900,67400,63300,62800
11859,MT,"Chouteau County, MT",Chouteau County,54800,53400,54200,51200
11860,MT,"Custer County, MT",Custer County,78300,76500,72200,67300
11861,MT,"Daniels County, MT",Daniels County,74300,75800,74800,67800
11862,MT,"Dawson County, MT",Dawson County,79000,72600,70500,68700
11863,MT,"Deer Lodge County, MT",Deer Lodge County,57900,60100,57900,58100
11864,MT,"Fallon County, MT",Fallon County,84700,77100,72300,70100
11865,MT,"Fergus County, MT",Fergus County,60100,57800,54800,54600
11866,MT,"Flathead County, MT",Flathead County,70200,73800,69600,62400
11867,MT,"Gallatin County, MT",Gallatin County,88900,90400,90300,81200
11868,MT,"Garfield County, MT",Garfield County,65300,68400,62600,58800
11869,MT,"Glacier County, MT",Glacier County,50600,46300,44200,41300
11870,MT,"Golden Valley County, MT HUD Metro FMR Area",Golden Valley County,50700,76500,79300,46900
11871,MT,"Granite County, MT",Granite County,58200,59400,61300,60100
11872,MT,"Hill County, MT",Hill County,61300,57300,58700,57300
11873,MT,"Jefferson County, MT",Jefferson County,84200,82800,79500,77100
11874,MT,"Judith Basin County, MT",Judith Basin County,61400,62200,62800,58600
11875,MT,"Lake County, MT",Lake County,60000,58300,56100,53800
11876,MT,"Lewis and Clark County, MT",Lewis and Clark County,89000,83800,85700,76000
11877,MT,"Liberty County, MT",Liberty County,67000,67700,64900,62400
11878,MT,"Lincoln County, MT",Lincoln County,49800,49900,48400,48200
11879,MT,"McCone County, MT",McCone County,62100,69700,60000,59300
11880,MT,"Madison County, MT",Madison County,64600,65000,64500,64000
11881,MT,"Meagher County, MT",Meagher County,50500,49300,47300,51200
11882,MT,"Mineral County, MT",Mineral County,52700,58400,59200,54500
11883,MT,"Missoula, MT MSA",Missoula County,70900,84300,73300,70400
11884,MT,"Musselshell County, MT",Musselshell County,54500,56100,57300,57900
11885,MT,"Park County, MT",Park County,74700,71000,66800,65400
11886,MT,"Petroleum County, MT",Petroleum County,59800,62500,54700,57600
11887,MT,"Phillips County, MT",Phillips County,63400,58900,56000,52200
11888,MT,"Pondera County, MT",Pondera County,65700,58400,57500,57700
11889,MT,"Powder River County, MT",Powder River County,61100,64000,63900,61200
11890,MT,"Powell County, MT",Powell County,66700,59000,63800,52600
11891,MT,"Prairie County, MT",Prairie County,62300,59000,52500,49100
11892,MT,"Ravalli County, MT",Ravalli County,66100,62300,56900,57500
11893,MT,"Richland County, MT",Richland County,83600,83000,80100,76900
11894,MT,"Roosevelt County, MT",Roosevelt County,59300,55600,53500,53800
11895,MT,"Rosebud County, MT",Rosebud County,73900,75000,74000,71400
11896,MT,"Sanders County, MT",Sanders County,46300,48000,45600,41100
11897,MT,"Sheridan County, MT",Sheridan County,75700,77500,79800,72800
11898,MT,"Silver Bow County, MT",Silver Bow County,61100,61700,61200,55700
11899,MT,"Stillwater County, MT",Stillwater County,83000,82500,79000,72500
11900,MT,"Sweet Grass County, MT",Sweet Grass County,70000,68600,68400,67200
11901,MT,"Teton County, MT",Teton County,65600,66200,69300,63800
11902,MT,"Toole County, MT",Toole County,66100,61500,59400,55200
11903,MT,"Treasure County, MT",Treasure County,49500,52200,48600,50200
11904,MT,"Valley County, MT",Valley County,70200,69400,61900,60300
11905,MT,"Wheatland County, MT",Wheatland County,47800,45500,44500,42900
11906,MT,"Wibaux County, MT",Wibaux County,54700,63000,61300,62900
11907,MT,"Billings, MT HUD Metro FMR Area",Yellowstone County,80000,76600,79200,71200
11908,NE,"Adams County, NE",Adams County,72000,72900,70700,70600
11909,NE,"Antelope County, NE",Antelope County,64800,62700,61000,59300
11910,NE,"Arthur County, NE",Arthur County,68500,65100,59900,55800
11911,NE,"Banner County, NE",Banner County,67400,69900,67500,63200
11912,NE,"Blaine County, NE",Blaine County,58700,61700,58400,54700
11913,NE,"Boone County, NE",Boone County,71700,73200,69900,67000
11914,NE,"Box Butte County, NE",Box Butte County,75900,78500,75200,67900
11915,NE,"Boyd County, NE",Boyd County,70700,67700,63900,58100
11916,NE,"Brown County, NE",Brown County,58100,55900,51400,48400
11917,NE,"Buffalo County, NE",Buffalo County,80400,77800,74900,75200
11918,NE,"Burt County, NE",Burt County,70200,67000,66000,65200
11919,NE,"Butler County, NE",Butler County,71100,69800,67100,67000
11920,NE,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Cass County,87800,87000,86000,81600
11921,NE,"Cedar County, NE",Cedar County,77500,75600,72900,70900
11922,NE,"Chase County, NE",Chase County,66300,66000,66100,63500
11923,NE,"Cherry County, NE",Cherry County,65700,65500,67600,64600
11924,NE,"Cheyenne County, NE",Cheyenne County,81400,82200,80300,75300
11925,NE,"Clay County, NE",Clay County,72500,68400,65000,64800
11926,NE,"Colfax County, NE",Colfax County,68700,66800,66100,64200
11927,NE,"Cuming County, NE",Cuming County,73300,68400,64400,65900
11928,NE,"Custer County, NE",Custer County,57600,64000,62300,59100
11929,NE,"Sioux City, IA-NE-SD HUD Metro FMR Area",Dakota County,73300,75200,69500,65100
11930,NE,"Dawes County, NE",Dawes County,67700,67200,60900,63500
11931,NE,"Dawson County, NE",Dawson County,65400,63100,62200,58800
11932,NE,"Deuel County, NE",Deuel County,61500,63300,61500,61700
11933,NE,"Sioux City, IA-NE-SD HUD Metro FMR Area",Dixon County,73300,75200,69500,65100
11934,NE,"Dodge County, NE",Dodge County,65000,64700,62400,60900
11935,NE,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Douglas County,87800,87000,86000,81600
11936,NE,"Dundy County, NE",Dundy County,62000,60200,65800,60300
11937,NE,"Fillmore County, NE",Fillmore County,76800,72600,66300,66100
11938,NE,"Franklin County, NE",Franklin County,64100,64800,63200,62600
11939,NE,"Frontier County, NE",Frontier County,66500,65500,64800,60600
11940,NE,"Furnas County, NE",Furnas County,65200,64900,55400,53900
11941,NE,"Gage County, NE",Gage County,71700,71200,65600,65600
11942,NE,"Garden County, NE",Garden County,66900,72200,74400,70100
11943,NE,"Garfield County, NE",Garfield County,59300,58800,57400,55600
11944,NE,"Gosper County, NE",Gosper County,86400,84800,77900,68000
11945,NE,"Grant County, NE",Grant County,58500,57900,54100,50800
11946,NE,"Greeley County, NE",Greeley County,63600,63600,61300,55100
11947,NE,"Hall County, NE HUD Metro FMR Area",Hall County,68000,66300,61700,59700
11948,NE,"Hamilton County, NE HUD Metro FMR Area",Hamilton County,81000,80200,75700,71500
11949,NE,"Harlan County, NE",Harlan County,69000,66900,61000,62200
11950,NE,"Hayes County, NE",Hayes County,66100,67100,64300,60600
11951,NE,"Hitchcock County, NE",Hitchcock County,58900,58200,57600,55500
11952,NE,"Holt County, NE",Holt County,74100,67900,65900,62500
